x_rel,y_rel,x_abs,res
62.0,48.0,2279.3646209386284 Hz,low
63.0,48.0,2315.108303249098 Hz,low
64.0,47.5,2350.851985559567 Hz,low
65.0,48.5,2386.5956678700363 Hz,low
66.0,48.0,2422.339350180506 Hz,low
67.0,48.0,2458.083032490975 Hz,low
68.0,48.5,2493.8267148014443 Hz,low
69.0,48.5,2529.5703971119137 Hz,low
70.0,48.5,2565.3140794223827 Hz,low
71.0,48.5,2601.057761732852 Hz,low
72.0,48.0,2636.8014440433217 Hz,low
73.0,48.0,2672.5451263537907 Hz,low
74.0,48.5,2708.28880866426 Hz,low
75.0,48.5,2744.0324909747296 Hz,low
76.0,48.5,2779.7761732851986 Hz,low
77.0,48.5,2815.519855595668 Hz,low
78.0,48.5,2851.2635379061376 Hz,low
79.0,48.5,2887.0072202166066 Hz,low
80.0,48.0,2922.750902527076 Hz,low
81.0,48.0,2958.4945848375455 Hz,low
82.0,48.0,2994.2382671480145 Hz,low
83.0,48.5,3029.981949458484 Hz,low
84.0,48.5,3065.7256317689535 Hz,low
85.0,48.5,3101.4693140794225 Hz,low
86.0,50.5,3137.212996389892 Hz,low
87.0,60.0,3172.9566787003614 Hz,low
88.0,66.5,3208.7003610108304 Hz,low
89.0,71.5,3244.4440433213 Hz,low
90.0,84.24000000000001,3280.1877256317694 Hz,low
91.0,95.35555555555555,3315.9314079422384 Hz,low
92.0,99.5,3351.675090252708 Hz,low
93.0,109.0,3387.4187725631773 Hz,low
94.0,109.0,3423.1624548736463 Hz,low
95.0,127.0,3458.906137184116 Hz,low
96.0,131.5,3494.6498194945852 Hz,low
97.0,148.3181818181818,3530.3935018050543 Hz,low
98.0,155.0,3566.1371841155237 Hz,low
99.0,166.47727272727272,3601.880866425993 Hz,low
100.0,181.5,3637.6245487364627 Hz,low
101.0,184.0,3673.3682310469317 Hz,low
102.0,183.0,3709.111913357401 Hz,low
103.0,180.38095238095238,3744.8555956678706 Hz,low
104.0,161.5625,3780.5992779783396 Hz,low
105.0,142.0,3816.342960288809 Hz,low
106.0,123.01639344262296,3852.0866425992785 Hz,low
107.0,95.5,3887.8303249097476 Hz,low
108.0,88.5,3923.574007220217 Hz,low
109.0,61.0,3959.3176895306865 Hz,low
110.0,59.5,3995.0613718411555 Hz,low
111.0,56.5,4030.805054151625 Hz,low
112.0,55.5,4066.5487364620944 Hz,low
113.0,49.0,4102.292418772564 Hz,low
114.0,49.0,4138.036101083033 Hz,low
115.0,48.5,4173.779783393502 Hz,low
116.0,48.5,4209.523465703972 Hz,low
117.0,48.5,4245.267148014441 Hz,low
118.0,48.5,4281.01083032491 Hz,low
119.0,49.0,4316.75451263538 Hz,low
120.0,48.5,4352.498194945849 Hz,low
121.0,48.5,4388.241877256318 Hz,low
122.0,48.5,4423.985559566788 Hz,low
123.0,48.0,4459.729241877257 Hz,low
124.0,48.0,4495.472924187726 Hz,low
125.0,48.5,4531.216606498196 Hz,low
126.0,47.5,4566.960288808665 Hz,low
127.0,48.0,4602.703971119134 Hz,low
128.0,48.5,4638.447653429604 Hz,low
129.0,48.5,4674.191335740073 Hz,low
130.0,48.5,4709.935018050542 Hz,low
131.0,48.5,4745.678700361012 Hz,low
132.0,48.5,4781.422382671481 Hz,low
133.0,48.5,4817.16606498195 Hz,low
134.0,48.5,4852.9097472924195 Hz,low
135.0,48.5,4888.6534296028885 Hz,low
136.0,48.5,4924.397111913358 Hz,low
137.0,47.5,4960.1407942238275 Hz,low
138.0,47.5,4995.8844765342965 Hz,low
139.0,48.0,5031.6281588447655 Hz,low
140.0,48.5,5067.371841155235 Hz,low
141.0,48.5,5103.115523465704 Hz,low
142.0,48.0,5138.859205776173 Hz,low
143.0,47.5,5174.602888086643 Hz,low
144.0,48.5,5210.346570397112 Hz,low
145.0,48.0,5246.090252707581 Hz,low
146.0,48.0,5281.833935018051 Hz,low
147.0,48.5,5317.57761732852 Hz,low
148.0,48.5,5353.321299638989 Hz,low
149.0,48.5,5389.064981949459 Hz,low
150.0,48.0,5424.808664259928 Hz,low
151.0,48.0,5460.552346570397 Hz,low
152.0,48.0,5496.296028880867 Hz,low
153.0,48.0,5532.039711191336 Hz,low
154.0,48.5,5567.783393501805 Hz,low
155.0,48.0,5603.527075812275 Hz,low
156.0,48.0,5639.270758122744 Hz,low
157.0,48.0,5675.014440433213 Hz,low
158.0,48.0,5710.758122743683 Hz,low
159.0,48.5,5746.501805054152 Hz,low
160.0,48.0,5782.245487364621 Hz,low
161.0,47.5,5817.989169675091 Hz,low
162.0,47.5,5853.73285198556 Hz,low
163.0,48.0,5889.476534296029 Hz,low
164.0,47.5,5925.220216606499 Hz,low
165.0,47.5,5960.963898916968 Hz,low
166.0,48.0,5996.707581227437 Hz,low
167.0,48.0,6032.451263537907 Hz,low
168.0,48.0,6068.194945848376 Hz,low
169.0,48.5,6103.938628158845 Hz,low
170.0,47.19999999999999,6139.682310469315 Hz,low
171.0,48.0,6175.425992779784 Hz,low
172.0,48.5,6211.169675090253 Hz,low
173.0,48.5,6246.913357400723 Hz,low
174.0,48.0,6282.657039711192 Hz,low
175.0,48.0,6318.400722021661 Hz,low
176.0,49.0,6354.144404332131 Hz,low
177.0,49.0,6389.8880866426 Hz,low
178.0,49.5,6425.631768953069 Hz,low
179.0,49.5,6461.375451263539 Hz,low
180.0,49.5,6497.119133574008 Hz,low
181.0,49.0,6532.862815884477 Hz,low
182.0,49.5,6568.606498194947 Hz,low
183.0,50.0,6604.350180505416 Hz,low
184.0,50.5,6640.093862815885 Hz,low
185.0,50.5,6675.837545126355 Hz,low
186.0,51.0,6711.581227436824 Hz,low
187.0,51.5,6747.324909747293 Hz,low
188.0,51.0,6783.0685920577625 Hz,low
189.0,50.5,6818.812274368232 Hz,low
190.0,52.0,6854.555956678701 Hz,low
191.0,52.0,6890.2996389891705 Hz,low
192.0,52.0,6926.0433212996395 Hz,low
193.0,51.0,6961.7870036101085 Hz,low
194.0,50.5,6997.530685920578 Hz,low
195.0,49.5,7033.274368231047 Hz,low
196.0,49.0,7069.018050541517 Hz,low
197.0,49.0,7104.761732851986 Hz,low
198.0,48.5,7140.505415162455 Hz,low
199.0,48.5,7176.249097472925 Hz,low
200.0,48.5,7211.992779783394 Hz,low
201.0,49.0,7247.736462093863 Hz,low
202.0,49.0,7283.480144404333 Hz,low
203.0,48.0,7319.223826714802 Hz,low
204.0,48.5,7354.967509025271 Hz,low
205.0,48.0,7390.711191335741 Hz,low
206.0,48.0,7426.45487364621 Hz,low
207.0,48.0,7462.198555956679 Hz,low
208.0,49.0,7497.942238267149 Hz,low
209.0,48.5,7533.685920577618 Hz,low
210.0,48.5,7569.429602888087 Hz,low
211.0,48.5,7605.173285198557 Hz,low
212.0,48.0,7640.916967509026 Hz,low
213.0,48.5,7676.660649819495 Hz,low
214.0,48.5,7712.404332129965 Hz,low
215.0,49.0,7748.148014440434 Hz,low
216.0,49.0,7783.891696750903 Hz,low
217.0,49.0,7819.635379061373 Hz,low
218.0,49.0,7855.379061371842 Hz,low
219.0,50.0,7891.122743682311 Hz,low
220.0,50.0,7926.866425992781 Hz,low
221.0,50.0,7962.61010830325 Hz,low
222.0,50.0,7998.353790613719 Hz,low
223.0,50.0,8034.097472924189 Hz,low
224.0,51.0,8069.841155234658 Hz,low
225.0,50.5,8105.584837545127 Hz,low
226.0,50.5,8141.328519855597 Hz,low
227.0,48.5,8177.072202166066 Hz,low
228.0,48.5,8212.815884476535 Hz,low
229.0,48.5,8248.559566787004 Hz,low
230.0,48.5,8284.303249097473 Hz,low
231.0,48.5,8320.046931407944 Hz,low
232.0,48.5,8355.790613718413 Hz,low
233.0,49.0,8391.534296028882 Hz,low
234.0,48.5,8427.27797833935 Hz,low
235.0,48.5,8463.02166064982 Hz,low
236.0,49.0,8498.765342960289 Hz,low
237.0,49.5,8534.50902527076 Hz,low
238.0,50.0,8570.252707581229 Hz,low
239.0,50.5,8605.996389891698 Hz,low
240.0,50.5,8641.740072202167 Hz,low
241.0,50.0,8677.483754512636 Hz,low
242.0,49.5,8713.227436823105 Hz,low
243.0,49.5,8748.971119133575 Hz,low
244.0,49.0,8784.714801444044 Hz,low
245.0,48.5,8820.458483754514 Hz,low
246.0,49.0,8856.202166064983 Hz,low
247.0,49.0,8891.945848375452 Hz,low
248.0,49.0,8927.68953068592 Hz,low
249.0,49.0,8963.433212996391 Hz,low
250.0,48.5,8999.17689530686 Hz,low
251.0,48.5,9034.92057761733 Hz,low
252.0,48.5,9070.664259927798 Hz,low
253.0,48.5,9106.407942238267 Hz,low
254.0,48.5,9142.151624548736 Hz,low
255.0,48.5,9177.895306859207 Hz,low
256.0,48.5,9213.638989169676 Hz,low
257.0,48.0,9249.382671480145 Hz,low
258.0,48.0,9285.126353790614 Hz,low
259.0,47.5,9320.870036101083 Hz,low
260.0,47.5,9356.613718411554 Hz,low
261.0,48.5,9392.357400722023 Hz,low
262.0,48.5,9428.101083032492 Hz,low
263.0,48.5,9463.844765342961 Hz,low
264.0,48.5,9499.58844765343 Hz,low
265.0,48.5,9535.3321299639 Hz,low
266.0,49.0,9571.07581227437 Hz,low
267.0,49.5,9606.819494584839 Hz,low
268.0,49.0,9642.563176895308 Hz,low
269.0,48.5,9678.306859205777 Hz,low
270.0,48.5,9714.050541516246 Hz,low
271.0,48.5,9749.794223826715 Hz,low
272.0,49.5,9785.537906137186 Hz,low
273.0,49.5,9821.281588447655 Hz,low
274.0,49.5,9857.025270758124 Hz,low
275.0,49.0,9892.768953068593 Hz,low
276.0,49.0,9928.512635379062 Hz,low
277.0,49.0,9964.256317689531 Hz,low
278.0,49.0,10000.000000000002 Hz,low
-0.6486518739703567,49.0,40.071111176243676 Hz,med
-0.13977474813598517,48.0,58.26025349713216 Hz,med
0.3691023776983864,48.0,76.44939581802066 Hz,med
0.8779795035327579,48.5,94.63853813890915 Hz,med
1.3868566293671294,48.5,112.82768045979765 Hz,med
1.895733755201501,48.5,131.01682278068614 Hz,med
2.4046108810358726,48.0,149.20596510157463 Hz,med
2.913488006870244,48.5,167.39510742246313 Hz,med
3.422365132704616,48.0,185.58424974335162 Hz,med
3.9312422585389872,48.5,203.7733920642401 Hz,med
4.440119384373359,48.5,221.96253438512863 Hz,med
4.9489965102077305,48.5,240.15167670601713 Hz,med
5.457873636042102,48.5,258.3408190269056 Hz,med
5.966750761876473,48.5,276.52996134779414 Hz,med
6.475627887710845,48.5,294.7191036686826 Hz,med
6.984505013545217,48.0,312.9082459895711 Hz,med
7.493382139379588,48.0,331.09738831045956 Hz,med
8.00225926521396,48.5,349.2865306313481 Hz,med
8.51113639104833,48.5,367.47567295223655 Hz,med
9.020013516882702,48.5,385.6648152731251 Hz,med
9.528890642717073,48.5,403.85395759401354 Hz,med
10.037767768551445,48.5,422.04309991490203 Hz,med
10.546644894385816,48.5,440.2322422357905 Hz,med
11.055522020220188,49.0,458.421384556679 Hz,med
11.56439914605456,49.0,476.61052687756757 Hz,med
12.07327627188893,48.5,494.799669198456 Hz,med
12.582153397723303,48.5,512.9888115193446 Hz,med
13.091030523557674,48.5,531.1779538402329 Hz,med
13.599907649392046,49.0,549.3670961611215 Hz,med
14.108784775226418,50.0,567.55623848201 Hz,med
14.617661901060789,50.5,585.7453808028985 Hz,med
15.126539026895161,51.0,603.934523123787 Hz,med
15.635416152729531,51.5,622.1236654446755 Hz,med
16.144293278563904,51.0,640.312807765564 Hz,med
16.653170404398274,50.0,658.5019500864524 Hz,med
17.16204753023265,50.5,676.691092407341 Hz,med
17.67092465606702,50.0,694.8802347282295 Hz,med
18.17980178190139,51.0,713.069377049118 Hz,med
18.68867890773576,52.0,731.2585193700064 Hz,med
19.197556033570134,52.5,749.447661690895 Hz,med
19.706433159404504,53.5,767.6368040117834 Hz,med
20.215310285238875,54.5,785.825946332672 Hz,med
20.72418741107325,54.5,804.0150886535605 Hz,med
21.23306453690762,54.5,822.2042309744489 Hz,med
21.74194166274199,53.5,840.3933732953374 Hz,med
22.250818788576364,53.0,858.582515616226 Hz,med
22.759695914410734,53.5,876.7716579371145 Hz,med
23.268573040245105,54.0,894.9608002580029 Hz,med
23.777450166079475,54.5,913.1499425788913 Hz,med
24.28632729191385,55.5,931.33908489978 Hz,med
24.79520441774822,55.5,949.5282272206684 Hz,med
25.30408154358259,55.125,967.7173695415569 Hz,med
25.812958669416965,53.0,985.9065118624454 Hz,med
26.321835795251335,53.0,1004.0956541833339 Hz,med
26.830712921085706,53.0,1022.2847965042224 Hz,med
27.33959004692008,53.5,1040.473938825111 Hz,med
27.84846717275445,54.0,1058.6630811459995 Hz,med
28.35734429858882,54.5,1076.8522234668878 Hz,med
28.86622142442319,54.0,1095.0413657877762 Hz,med
29.375098550257565,53.0,1113.230508108665 Hz,med
29.883975676091936,52.0,1131.4196504295533 Hz,med
30.392852801926306,52.0,1149.6087927504418 Hz,med
30.90172992776068,51.5,1167.7979350713304 Hz,med
31.41060705359505,53.0,1185.987077392219 Hz,med
31.91948417942942,52.5,1204.1762197131072 Hz,med
32.42836130526379,52.0,1222.3653620339958 Hz,med
32.937238431098166,51.5,1240.5545043548843 Hz,med
33.44611555693254,50.5,1258.7436466757729 Hz,med
33.95499268276691,49.5,1276.9327889966612 Hz,med
34.46386980860128,49.5,1295.12193131755 Hz,med
34.97274693443565,49.5,1313.3110736384383 Hz,med
35.48162406027002,49.5,1331.5002159593269 Hz,med
35.990501186104396,49.5,1349.6893582802154 Hz,med
36.49937831193876,48.5,1367.8785006011037 Hz,med
37.00825543777314,48.5,1386.0676429219923 Hz,med
37.51713256360751,48.0,1404.2567852428808 Hz,med
38.02600968944188,48.0,1422.4459275637691 Hz,med
38.53488681527625,48.0,1440.6350698846577 Hz,med
39.043763941110626,48.0,1458.8242122055465 Hz,med
39.55264106694499,47.5,1477.0133545264348 Hz,med
40.06151819277937,47.5,1495.2024968473233 Hz,med
40.57039531861374,48.0,1513.391639168212 Hz,med
41.07927244444811,47.5,1531.5807814891002 Hz,med
41.58814957028248,47.5,1549.7699238099888 Hz,med
42.097026696116856,48.5,1567.9590661308773 Hz,med
42.60590382195122,48.5,1586.1482084517656 Hz,med
43.1147809477856,48.5,1604.3373507726542 Hz,med
43.623658073619964,48.5,1622.5264930935425 Hz,med
44.13253519945434,48.0,1640.7156354144313 Hz,med
44.64141232528871,48.5,1658.9047777353198 Hz,med
45.15028945112308,48.5,1677.0939200562082 Hz,med
45.65916657695745,48.0,1695.2830623770967 Hz,med
46.16804370279183,48.0,1713.4722046979853 Hz,med
46.676920828626194,48.5,1731.6613470188736 Hz,med
47.18579795446057,48.5,1749.8504893397621 Hz,med
47.69467508029494,48.5,1768.0396316606507 Hz,med
48.20355220612931,48.5,1786.2287739815392 Hz,med
48.71242933196368,48.0,1804.4179163024278 Hz,med
49.22130645779806,48.0,1822.6070586233163 Hz,med
49.730183583632424,47.5,1840.7962009442047 Hz,med
50.2390607094668,48.5,1858.9853432650932 Hz,med
50.74793783530117,48.5,1877.1744855859818 Hz,med
51.25681496113554,48.5,1895.36362790687 Hz,med
51.76569208696991,48.0,1913.5527702277586 Hz,med
52.27456921280429,47.5,1931.7419125486474 Hz,med
52.783446338638655,47.5,1949.9310548695357 Hz,med
53.29232346447303,48.5,1968.1201971904243 Hz,med
53.801200590307396,48.0,1986.3093395113126 Hz,med
54.31007771614177,48.5,2004.4984818322012 Hz,med
54.818954841976144,48.0,2022.6876241530897 Hz,med
55.32783196781051,48.0,2040.876766473978 Hz,med
55.836709093644885,48.0,2059.0659087948666 Hz,med
56.34558621947926,48.0,2077.255051115755 Hz,med
56.854463345313626,48.5,2095.444193436643 Hz,med
57.363340471148,48.5,2113.633335757532 Hz,med
57.872217596982374,48.5,2131.8224780784208 Hz,med
58.38109472281674,48.0,2150.011620399309 Hz,med
58.889971848651115,48.0,2168.2007627201974 Hz,med
59.39884897448549,47.5,2186.3899050410864 Hz,med
59.907726100319856,48.0,2204.5790473619745 Hz,med
60.41660322615423,48.0,2222.768189682863 Hz,med
60.925480351988604,47.5,2240.9573320037516 Hz,med
61.43435747782297,48.5,2259.14647432464 Hz,med
61.943234603657345,48.0,2277.3356166455287 Hz,med
62.45211172949171,48.5,2295.524758966417 Hz,med
62.960988855326086,48.0,2313.7139012873054 Hz,med
63.46986598116046,48.5,2331.903043608194 Hz,med
63.97874310699483,48.0,2350.0921859290825 Hz,med
64.4876202328292,48.0,2368.281328249971 Hz,med
64.99649735866358,48.0,2386.4704705708596 Hz,med
65.50537448449795,48.0,2404.659612891748 Hz,med
66.01425161033232,48.0,2422.8487552126367 Hz,med
66.52312873616668,48.0,2441.0378975335248 Hz,med
67.03200586200106,48.5,2459.2270398544133 Hz,med
67.54088298783543,48.0,2477.416182175302 Hz,med
68.0497601136698,47.5,2495.6053244961904 Hz,med
68.55863723950418,47.5,2513.7944668170794 Hz,med
69.06751436533854,48.0,2531.9836091379675 Hz,med
69.57639149117291,48.0,2550.172751458856 Hz,med
70.08526861700729,48.0,2568.3618937797446 Hz,med
70.59414574284166,48.5,2586.551036100633 Hz,med
71.10302286867604,48.5,2604.7401784215217 Hz,med
71.61189999451041,48.0,2622.9293207424103 Hz,med
72.12077712034477,48.0,2641.1184630632983 Hz,med
72.62965424617914,48.0,2659.307605384187 Hz,med
73.13853137201352,48.0,2677.4967477050754 Hz,med
73.64740849784789,48.0,2695.685890025964 Hz,med
74.15628562368227,48.5,2713.8750323468525 Hz,med
74.66516274951664,48.5,2732.064174667741 Hz,med
75.174039875351,48.0,2750.253316988629 Hz,med
75.68291700118537,47.5,2768.4424593095177 Hz,med
76.19179412701975,47.5,2786.6316016304063 Hz,med
76.70067125285412,47.5,2804.820743951295 Hz,med
77.2095483786885,48.0,2823.009886272184 Hz,med
77.71842550452286,48.5,2841.1990285930715 Hz,med
78.22730263035723,48.5,2859.3881709139605 Hz,med
78.7361797561916,48.5,2877.577313234849 Hz,med
79.24505688202598,48.5,2895.7664555557376 Hz,med
79.75393400786035,48.0,2913.955597876626 Hz,med
80.26281113369473,48.5,2932.1447401975147 Hz,med
80.77168825952909,48.0,2950.333882518403 Hz,med
81.28056538536346,48.5,2968.5230248392913 Hz,med
81.78944251119783,48.5,2986.71216716018 Hz,med
82.29831963703221,48.5,3004.9013094810684 Hz,med
82.80719676286658,48.5,3023.090451801957 Hz,med
83.31607388870096,48.0,3041.2795941228455 Hz,med
83.82495101453532,48.0,3059.4687364437336 Hz,med
84.33382814036969,48.0,3077.657878764622 Hz,med
84.84270526620406,48.0,3095.8470210855107 Hz,med
85.35158239203844,48.400000000000006,3114.0361634063993 Hz,med
85.86045951787281,51.0,3132.225305727288 Hz,med
86.36933664370717,53.5,3150.414448048176 Hz,med
86.87821376954155,56.0,3168.603590369065 Hz,med
87.38709089537592,60.0,3186.7927326899535 Hz,med
87.8959680212103,62.086956521739125,3204.981875010842 Hz,med
88.40484514704467,68.5,3223.1710173317306 Hz,med
88.91372227287904,71.5,3241.360159652619 Hz,med
89.4225993987134,75.0,3259.549301973507 Hz,med
89.93147652454778,76.5,3277.738444294396 Hz,med
90.44035365038215,79.5625,3295.9275866152843 Hz,med
90.94923077621652,86.71428571428572,3314.116728936173 Hz,med
91.4581079020509,96.0,3332.3058712570614 Hz,med
91.96698502788527,99.5,3350.49501357795 Hz,med
92.47586215371963,100.0,3368.684155898838 Hz,med
92.984739279554,107.4090909090909,3386.8732982197266 Hz,med
93.49361640538838,108.0,3405.062440540615 Hz,med
94.00249353122275,108.5,3423.2515828615037 Hz,med
94.51137065705713,118.05128205128206,3441.4407251823923 Hz,med
95.02024778289149,128.0,3459.6298675032804 Hz,med
95.52912490872586,133.0,3477.819009824169 Hz,med
96.03800203456024,144.0,3496.008152145058 Hz,med
96.54687916039461,148.5,3514.1972944659465 Hz,med
97.05575628622898,148.5,3532.386436786835 Hz,med
97.56463341206336,148.0,3550.5755791077236 Hz,med
98.07351053789772,149.5,3568.7647214286117 Hz,med
98.58238766373209,155.0,3586.9538637495 Hz,med
99.09126478956647,159.0,3605.1430060703888 Hz,med
99.60014191540084,169.6451612903226,3623.3321483912773 Hz,med
100.10901904123521,181.60526315789474,3641.521290712166 Hz,med
100.61789616706959,187.5,3659.7104330330544 Hz,med
101.12677329290395,190.44117647058823,3677.8995753539425 Hz,med
101.63565041873832,190.44117647058823,3696.088717674831 Hz,med
102.1445275445727,186.0,3714.2778599957196 Hz,med
102.65340467040707,183.75,3732.467002316608 Hz,med
103.16228179624144,179.52777777777777,3750.6561446374967 Hz,med
103.6711589220758,165.0,3768.845286958385 Hz,med
104.18003604791018,148.5,3787.0344292792734 Hz,med
104.68891317374455,143.5,3805.2235716001624 Hz,med
105.19779029957893,140.0,3823.412713921051 Hz,med
105.7066674254133,127.17948717948718,3841.6018562419395 Hz,med
106.21554455124767,123.02702702702703,3859.790998562828 Hz,med
106.72442167708203,104.0,3877.980140883716 Hz,med
107.23329880291641,95.47916666666666,3896.1692832046047 Hz,med
107.74217592875078,92.0204081632653,3914.358425525493 Hz,med
108.25105305458516,84.35,3932.5475678463818 Hz,med
108.75993018041953,71.26666666666668,3950.7367101672703 Hz,med
109.2688073062539,67.0,3968.925852488159 Hz,med
109.77768443208826,61.0,3987.114994809047 Hz,med
110.28656155792264,60.0,4005.3041371299355 Hz,med
110.79543868375701,59.0,4023.493279450824 Hz,med
111.30431580959139,58.5,4041.6824217717126 Hz,med
111.81319293542576,54.133333333333326,4059.871564092601 Hz,med
112.32207006126012,50.5,4078.0607064134892 Hz,med
112.8309471870945,49.0,4096.249848734378 Hz,med
113.33982431292887,48.5,4114.438991055266 Hz,med
113.84870143876324,48.0,4132.628133376155 Hz,med
114.35757856459762,48.5,4150.817275697043 Hz,med
114.86645569043199,48.5,4169.006418017932 Hz,med
115.37533281626635,48.5,4187.1955603388205 Hz,med
115.88420994210072,48.5,4205.384702659709 Hz,med
116.3930870679351,48.5,4223.573844980598 Hz,med
116.90196419376947,47.5,4241.762987301486 Hz,med
117.41084131960385,48.5,4259.952129622375 Hz,med
117.91971844543822,48.5,4278.141271943264 Hz,med
118.42859557127258,48.5,4296.330414264152 Hz,med
118.93747269710695,48.0,4314.51955658504 Hz,med
119.44634982294133,48.0,4332.708698905929 Hz,med
119.9552269487757,48.0,4350.897841226817 Hz,med
120.46410407461008,48.5,4369.086983547706 Hz,med
120.97298120044445,48.5,4387.276125868594 Hz,med
121.48185832627881,48.0,4405.465268189482 Hz,med
121.99073545211319,47.5,4423.654410510371 Hz,med
122.49961257794756,48.5,4441.843552831259 Hz,med
123.00848970378193,48.0,4460.032695152148 Hz,med
123.51736682961631,48.0,4478.221837473036 Hz,med
124.02624395545067,48.0,4496.4109797939245 Hz,med
124.53512108128504,48.5,4514.6001221148135 Hz,med
125.04399820711942,48.5,4532.789264435702 Hz,med
125.55287533295379,48.5,4550.978406756591 Hz,med
126.06175245878816,48.5,4569.167549077479 Hz,med
126.57062958462254,48.5,4587.356691398368 Hz,med
127.0795067104569,48.5,4605.545833719256 Hz,med
127.58838383629127,48.5,4623.734976040145 Hz,med
128.09726096212566,48.5,4641.924118361034 Hz,med
128.60613808796,48.5,4660.113260681921 Hz,med
129.11501521379438,48.0,4678.30240300281 Hz,med
129.62389233962875,48.0,4696.491545323698 Hz,med
130.13276946546313,48.5,4714.680687644587 Hz,med
130.64164659129753,48.5,4732.869829965476 Hz,med
131.1505237171319,48.5,4751.058972286365 Hz,med
131.65940084296625,49.0,4769.248114607252 Hz,med
132.16827796880062,49.0,4787.437256928141 Hz,med
132.677155094635,48.0,4805.626399249029 Hz,med
133.18603222046937,48.0,4823.815541569918 Hz,med
133.69490934630375,48.5,4842.0046838908065 Hz,med
134.20378647213812,48.5,4860.1938262116955 Hz,med
134.7126635979725,48.0,4878.3829685325845 Hz,med
135.22154072380687,48.5,4896.572110853473 Hz,med
135.73041784964124,49.0,4914.761253174362 Hz,med
136.23929497547562,49.0,4932.95039549525 Hz,med
136.74817210131,49.0,4951.139537816139 Hz,med
137.25704922714434,49.0,4969.328680137026 Hz,med
137.7659263529787,49.0,4987.517822457915 Hz,med
138.27480347881308,49.0,5005.706964778803 Hz,med
138.78368060464746,48.5,5023.896107099692 Hz,med
139.29255773048183,49.0,5042.08524942058 Hz,med
139.8014348563162,49.0,5060.274391741469 Hz,med
140.31031198215058,48.0,5078.463534062357 Hz,med
61.16066971397656,48.400000000000006,2249.363865841451 Hz,high
61.37288882389355,48.0,2256.9493582865343 Hz,high
61.585107933810534,48.0,2264.534850731618 Hz,high
61.79732704372752,48.0,2272.120343176701 Hz,high
62.00954615364451,48.5,2279.7058356217844 Hz,high
62.221765263561494,48.5,2287.291328066868 Hz,high
62.433984373478474,48.5,2294.876820511951 Hz,high
62.64620348339546,48.5,2302.4623129570346 Hz,high
62.85842259331245,48.0,2310.047805402118 Hz,high
63.070641703229434,48.0,2317.633297847201 Hz,high
63.28286081314642,48.0,2325.218790292284 Hz,high
63.49507992306341,48.0,2332.804282737368 Hz,high
63.707299032980394,48.0,2340.389775182451 Hz,high
